,lengths,angles,points,throws
52,68.33397412885792,259.6175190612612,19.014204545454547,16.426666666666666
53,37.25591134359841,270.8796044799589,11.859796437659034,26.2
54,45.642575407186335,192.38537486174278,6.366457080371788,48.77333333333333
55,40.47309547868038,91.85719292835546,16.31792911744267,19.186666666666667
56,59.77500298907644,40.855130255358006,3.656934306569343,84.94
57,64.99436964614115,129.2634903648117,12.512083780880774,24.826666666666668
58,68.59492269353981,321.27005101241014,11.566575068698477,26.686666666666667
59,76.7432991071535,151.32487583241573,17.94206739871261,17.606666666666666
60,81.2614609046444,315.4119704063945,12.262976694915254,25.173333333333332
61,94.0063752856494,140.70998908113557,18.088179399467883,17.54
62,98.6002777351383,11.677153637649202,23.482575024201356,13.773333333333333
63,23.768934375390295,25.586240423596024,23.303060217176704,13.506666666666666
64,39.546533900582745,34.84807098348729,5.015235457063712,62.57333333333333
65,15.144539374831057,118.38312542396606,16.658380681818183,18.773333333333333
66,45.89286926847318,247.65461659586785,19.124745209947005,16.35333333333333
67,13.167846844741039,15.11832408490787,25.219344608879492,12.613333333333333
68,86.66043420735933,139.16522620586835,17.996575342465754,17.52
69,60.024089797813154,224.14644457621768,20.64545853444493,15.193333333333333
70,8.020620198647578,48.6908395595946,24.617677824267783,12.746666666666666
71,95.24675399755867,75.92055843824541,5.539575289575289,55.25333333333333
72,58.76257338727525,134.57230968408047,13.88310529446758,22.413333333333334
73,5.616641086490448,193.4870279810983,13.487062837645722,23.446666666666665
74,24.14204666545424,106.68302457704235,12.490217099973197,24.873333333333335
75,57.96018311865632,7.158785673293235,7.81029855753103,39.74666666666667
76,32.77736129256977,56.00524319788978,21.55795768169273,14.493333333333334
77,23.78333348088234,154.37728566970105,10.125107296137339,31.066666666666666
78,83.79291449475036,220.214433180877,22.051643192488264,14.2
79,97.43984689834967,173.2834232444679,19.984641638225256,15.626666666666667
80,4.102642945864954,308.31364853156816,20.81346238451386,15.153333333333334
81,85.76782673235573,269.3739554866331,10.115872321818976,30.493333333333332
82,31.557824260388855,79.78864569715807,10.058950550637011,30.873333333333335
83,71.10739866315761,61.1983406434604,21.314324817518248,14.613333333333333
84,66.78161471696116,263.49056830056486,10.483563817728406,29.406666666666666
85,91.54273923531612,254.8260044262716,18.834142394822006,16.48
86,22.964835924527993,243.52418293632198,18.360328638497652,17.04
87,44.283838894449204,176.2170397947637,20.09501289767842,15.506666666666666
88,84.55286194368296,353.98210218299425,6.851329273726422,44.88666666666666
89,43.890761979766694,347.51509017049403,15.321226257914029,20.006666666666668
90,90.6095061711114,269.94456162042474,10.053660656093852,30.686666666666667
91,44.104723037518035,315.84637137615897,13.13195232690125,23.493333333333332
92,99.65328431826859,67.96976175440419,5.412070390929491,56.446666666666665
93,43.694994241132655,223.74461697936405,21.415684496826835,14.706666666666667
94,32.78744938239082,197.8297914512074,8.215392743923918,37.85333333333333
95,71.04648251768008,119.49336779208468,12.542418529490977,24.753333333333334
96,61.47986089732096,279.6180930953923,13.513764126340192,23.006666666666668
97,2.33330020870397,182.81048161043503,23.411735454997515,13.406666666666666
98,22.464520700035873,321.8532309244459,15.154622395833334,20.48
99,9.625560368985242,216.00535194674492,24.82962962962963,12.6
100,64.87879770724714,332.7663840891357,12.5,24.68
101,79.0832443335635,241.14070641557194,9.18736340154977,33.553333333333335
102,82.43245341096491,134.23494981881697,12.769587769587769,24.42
103,79.1700293353097,151.12853700547282,17.704024069198947,17.726666666666667
104,56.02062689866831,299.3430863808944,16.933917488134355,18.26
105,18.515274898034516,321.5471512414737,15.288998357963875,20.3
106,83.63465613593686,56.57509990898346,21.27380410022779,14.633333333333333
107,86.14008376630089,55.899973787347015,20.83578759482374,14.94
108,89.32112574996826,42.13222066669336,2.350789313904068,131.76
109,20.089642732838332,270.99954359753843,14.379981464318814,21.58
110,92.05823973798513,306.01336000983855,16.494505494505493,18.80666666666667
111,7.387468681318666,154.1004764684878,13.64281625643961,23.293333333333333
112,62.97569607503134,277.11414966939446,10.576032682705401,29.373333333333335
113,62.87126394226156,124.64643048637718,12.624661246612465,24.6
114,10.864985967025264,43.156294460883664,10.779991047448522,29.786666666666665
115,86.34767768997989,30.2177377786337,2.5424979502596337,121.96666666666667
116,87.39162510839923,187.0996272965617,19.79813796022006,15.753333333333334
117,9.227981574538314,143.10192488478654,21.973259566620563,14.46
118,11.72164583875378,120.78969617250168,17.576653121536758,18.046666666666667
119,66.36999020953459,333.0379893687175,13.414310444316214,23.106666666666666
120,71.81598362944132,93.0177130447844,15.686163101604278,19.946666666666665
121,52.51753860237226,299.744230235069,16.82176428054953,18.44
122,24.969757248630685,286.73240672977647,16.41114245416079,18.906666666666666
123,19.505921713579266,207.2338083746095,17.900948766603417,17.566666666666666
124,27.020446756944928,126.33118209538178,15.421864740643468,20.30666666666667
125,72.88865362731389,113.19278730809425,8.576958696054826,35.99333333333333
126,92.87739114038013,235.99852230488239,8.885708760394508,34.473333333333336
127,73.16472924105577,6.196434484428499,7.254194762427474,42.513333333333335
128,69.46615346640482,98.05207641646814,15.244342407346672,20.326666666666668
129,1.8728481579532996,334.64562620484116,19.633663366336634,16.16
130,48.30633115205616,257.62660859882095,19.163867267513314,16.273333333333333
131,5.389292340537066,34.37588859440599,11.43764873869586,28.013333333333332
132,21.65699317719699,104.04281453936846,13.139279684862128,23.69333333333333
133,51.25429874836801,22.377656496404953,22.76144578313253,13.833333333333334
134,21.663905434424123,224.92693322578725,18.301710730948678,17.14666666666667
135,12.45306709446562,274.86163627073705,15.761489433076148,19.873333333333335
136,9.239184189466364,197.7682965577618,12.651249335459863,25.08
137,62.677468436994474,48.353159209512356,20.767050487156776,15.053333333333333
138,99.62265831111787,263.6991532708829,10.28698356286095,30.013333333333332
139,55.9159969522026,276.78394348514,10.783194057567316,28.72
140,65.14204882986874,92.34080223787979,15.597277556440902,20.08
141,75.03753001563732,125.57258595294552,12.55804535637149,24.69333333333333
142,68.98501205685325,251.0815255819343,18.895546558704453,16.466666666666665
143,60.11347971625067,77.74152222854019,6.589867653337128,46.846666666666664
144,80.97585204395402,278.86649635602237,11.525791178669325,26.753333333333334
145,22.596193828571785,340.09742617207047,17.680972274971516,17.553333333333335
146,93.47079814608004,84.69879802722942,15.753255425709515,19.966666666666665
147,20.612374857003502,112.27976783115085,13.020862308762169,23.966666666666665
148,89.15704248404273,161.2509730041596,3.523013194231359,86.90666666666667
149,16.157731784801754,11.366561812669547,24.136708860759494,13.166666666666666
150,64.49852377785044,289.5628386597923,13.705604719764011,22.6
